id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ; CLM_AMT_7 ; CLM_AMT_8 ; CLM_AMT_9 ; CLM_AMT_10 ; CLM_AMT_11 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM;FEES
648;3;271;174;181; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;F;Urban;657;33
649;1;137; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;62;F;Urban;583;29
650;4;187;48;186;228; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban;684;34
651;2;91;116; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;32;F;Urban;314;16
652;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;385;19
653;2;159;183; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;385;19
654;1;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;511;26
655;3;170;124;218; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;440;22
656;1;118; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;22;F;Urban;514;26
657;2;79;202; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;53;M;Urban;654;33
658;3;255;323;136; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;M;Urban;515;26
659;4;349;194;163;126; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;336;17
660;1;257; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;632;32
661;3;81;91;242; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Urban;334;17
662;3;200;359;70; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;F;Urban;670;34
663;2;54;193; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;634;32
664;3;128;134;46; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;51;M;Urban;452;23
665;2;130;192; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;32;M;Urban;315;16
666;2;311;183; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Rural;616;31
667;3;96;91;135; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban;680;34
668;1;162; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;M;Rural;416;21
669;1;243; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;39;F;Rural;358;18
670;1;163; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;27;F;Urban;694;35
671;5;324;229;96;190;107; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;53;M;Urban;443;22
672;1;169; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;569;28
673;4;319;154;271;123; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;52;F;Rural;388;19
674;1;260; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;469;23
675;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;357;18
676;5;77;82;85;63;215; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;40;F;Urban;489;24
677;4;159;146;136;242; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;569;28
678;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;59;M;Urban;420;21
679;2;72;91; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Rural;636;32
680;4;125;89;77;184; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Rural;473;24
681;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;535;27
682;3;252;106;140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;596;30
683;4;124;134;128;183; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban;484;24
684;2;240;173; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban;390;20
685;4;94;53;162;224; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;M;Urban;337;17
686;1;335; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;F;Rural;400;20
687;1;185; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;62;M;Urban;625;31
688;1;98; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;548;27
689;3;227;39;182; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;55;M;Urban;580;29
690;3;211;37;98; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural;512;26
691;4;186;150;287;202; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;59;M;Urban;564;28
692;1;198; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;33;F;Urban;667;33
693;3;367;160;186; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;665;33
694;3;171;72;191; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;620;31
695;3;128;114;61; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;674;34
696;4;290;194;131;99; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;55;F;Urban;362;18
697;2;267;157; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;694;35
698;1;100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban;687;34
699;4;99;348;222;107; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;50;M;Rural;526;26
700;6;282;320;234;358;138;97; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban;593;30
701;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;56;F;Urban;604;30
702;3;218;129;275; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban;445;22
703;1;168; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;53;F;Rural;483;24
704;5;92;165;117;100;119; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;52;M;Urban;367;18
705;3;103;145;375; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;60;M;Urban;501;25
706;3;248;56;135; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban;504;25
707;7;196;113;310;200;79;293;113; -   ; -   ; -   ; -   ;Private;Sports Car;21;F;Urban;412;21
708;2;105;237; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;364;18
709;1;181; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;30;F;Urban;431;22
710;1;241; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Urban;551;28
711;3;251;99;105; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Rural;694;35
712;2;204;73; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;M;Urban;320;16
713;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban;519;26
714;5;220;135;148;177;92; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;62;M;Urban;488;24
715;2;140;132; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;38;F;Urban;662;33
716;2;399;113; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Urban;548;27
717;4;138;275;162;90; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;F;Urban;609;30
718;4;256;174;216;247; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;347;17
719;5;92;158;133;145;61; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban;450;23
720;3;346;81;119; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;M;Rural;621;31
721;2;99;163; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban;396;20
722;2;136;110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;468;23
723;4;136;76;127;340; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Rural;490;25
724;2;57;146; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;43;M;Urban;635;32
725;1;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Rural;649;32
726;3;181;97;293; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;F;Urban;367;18
727;6;105;48;85;255;100;183; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;332;17
728;3;172;83;129; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;48;M;Urban;449;22
729;4;78;263;291;123; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Rural;495;25
730;2;175;271; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;357;18
731;3;184;85;213; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Rural;500;25
732;1;111; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban;615;31
733;2;254;247; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;F;Rural;681;34
734;1;295; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban;345;17
735;3;192;460;143; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;333;17
736;1;123; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban;423;21
737;4;314;166;165;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban;519;26
738;1;139; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;27;M;Urban;626;31
739;3;195;116;152; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;38;F;Rural;644;32
740;2;211;96; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;367;18
741;2;53;116; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;38;M;Rural;681;34
742;2;68;153; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Urban;620;31
743;1;242; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban;515;26
744;4;515;171;176;60; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban;402;20
745;3;126;99;146; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;443;22
746;4;166;115;89;297; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;26;F;Urban;424;21
747;2;161;136; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;365;18
748;2;215;181; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Rural;535;27
749;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Rural;505;25
750;5;97;70;165;92;167; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;39;M;Urban;535;27
751;4;160;75;110;325; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban;549;27
752;2;274;161; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban;434;22
753;2;194;84; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;45;F;Urban;540;27
754;3;223;202;132; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;F;Urban;441;22
755;7;194;222;202;58;70;124;183; -   ; -   ; -   ; -   ;Private;Sedan;56;M;Urban;414;21
756;3;141;418;231; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;402;20
757;2;174;158; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;36;F;Urban;605;30
758;4;40;390;85;52; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;31;M;Urban;369;18
759;6;202;161;71;91;200;220; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;40;M;Urban;333;17
760;1;140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban;585;29
761;3;435;147;183; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;54;F;Urban;328;16
762;3;260;244;132; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;33;F;Rural;529;26
763;1;150; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;54;F;Urban;355;18
764;2;68;106; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;M;Rural;578;29
765;2;63;302; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;38;F;Urban;674;34
766;1;322; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;58;M;Urban;562;28
767;1;220; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;652;33
768;2;220;248; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban;310;16
769;4;98;234;95;89; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban;606;30
770;3;273;199;183; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;F;Urban;439;22
771;2;113;329; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;53;M;Urban;458;23
772;2;285;314; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;593;30
773;1;241; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;F;Urban;412;21
774;4;237;61;469;115; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;32;M;Urban;388;19
775;2;125;152; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;F;Urban;598;30
776;6;314;92;208;151;256;80; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;F;Urban;500;25
777;5;188;116;197;105;226; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;603;30
778;2;67;46; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Rural;309;15
779;1;93; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;602;30
780;3;136;46;284; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;27;F;Urban;373;19
781;3;95;120;135; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;M;Urban;688;34
782;4;553;211;317;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;F;Urban;467;23
783;5;252;171;107;156;150; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;43;F;Rural;415;21
784;1;129; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;33;M;Urban;642;32
785;1;176; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban;631;32
786;3;250;281;135; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;M;Urban;585;29
787;5;63;130;185;96;120; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;471;24
788;2;90;153; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;55;M;Urban;584;29
789;5;135;101;266;194;256; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban;344;17
790;2;93;72; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;47;M;Urban;476;24
791;6;243;152;318;257;143;133; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban;620;31
792;3;169;276;106; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;51;F;Urban;632;32
793;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban;593;30
794;3;107;187;98; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Urban;516;26
795;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;40;M;Urban;305;15
796;1;72; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban;635;32
797;4;220;83;121;201; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;402;20
798;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;604;30
799;1;41; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Rural;525;26
800;1;189; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;53;M;Urban;484;24
801;1;149; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;F;Urban;385;19
802;1;136; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;36;M;Urban;399;20
803;4;65;60;57;75; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Rural;472;24
804;2;236;47; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;F;Rural;421;21
805;1;127; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;38;M;Rural;560;28
806;4;450;169;61;146; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban;311;16
807;1;201; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;28;F;Urban;304;15
808;3;116;77;180; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Rural;311;16
809;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;51;M;Rural;413;21
810;1;148; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;56;M;Rural;490;25
811;2;60;87; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Urban;534;27
812;2;125;293; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;564;28
813;7;284;67;216;148;185;134;86; -   ; -   ; -   ; -   ;Commercial;Pickup;43;M;Urban;698;35
814;1;300; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;315;16
815;6;112;85;266;133;414;128; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;37;F;Urban;303;15
816;3;174;105;61; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;560;28
817;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;587;29
818;4;187;96;324;140; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;37;M;Urban;512;26
819;3;123;303;67; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;581;29
820;2;116;157; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban;523;26
821;2;210;301; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban;526;26
822;5;177;290;86;89;151; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural;414;21
823;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;606;30
824;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;587;29
825;4;158;143;75;186; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;302;15
826;2;76;140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;34;M;Urban;348;17
827;2;160;124; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;44;M;Rural;631;32
828;2;109;61; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;53;M;Urban;523;26
829;4;87;214;111;115; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;503;25
830;3;222;113;159; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;424;21
831;1;109; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;612;31
832;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban;505;25
833;4;135;164;85;80; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban;613;31
834;2;100;162; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;39;M;Urban;684;34
835;2;30;172; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban;636;32
836;1;129; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;550;28
837;5;95;192;212;140;210; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;534;27
838;2;102;260; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;F;Rural;443;22
839;2;126;59; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;45;F;Urban;426;21
840;3;140;169;218; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban;581;29
841;1;128; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;657;33
842;3;121;146;167; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Rural;434;22
843;3;117;176;110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;646;32
844;1;117; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban;659;33
845;3;161;68;103; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban;454;23
846;3;144;116;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;37;M;Rural;317;16
847;2;110;74; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;661;33
848;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Urban;533;27
849;1;127; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Rural;363;18
850;1;162; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Rural;472;24
851;3;116;171;97; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;41;M;Urban;638;32
852;3;157;45;244; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;343;17
853;4;126;124;244;86; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;630;32
854;3;141;100;157; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Rural;323;16
855;3;175;158;218; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;575;29
856;3;153;71;38; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;487;24
857;8;205;202;117;143;82;180;87;103; -   ; -   ; -   ;Private;Pickup;39;F;Urban;482;24
858;5;303;128;208;222;79; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;28;M;Rural;414;21
859;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;46;M;Rural;344;17
860;3;48;329;133; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;38;M;Urban;394;20
861;1;252; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;53;M;Urban;595;30
862;5;160;546;96;212;240; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;48;F;Urban;339;17
863;2;92;219; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;461;23
864;4;84;102;122;159; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban;410;21
